"DATE_TIME","AIRTEMP","RH_AVG","DEWPT","WS","GHI","DNI","DIFF","POA"
"2023-06-11 20:10:00",27.21,45.17,14.32,2.492,14.8,0,14.8,14.92
"2023-06-11 20:20:00",27.26,44.09,14,2.985,4.7,0,4.7,5
"2023-06-11 20:30:00",27.17,43.84,13.82,2.802,0.5,0,0.5,1
"2023-06-11 20:40:00",27.01,44.09,13.77,2.568,0,0,0,0
"2023-06-11 20:50:00",26.86,44.48,13.77,2.985,0,0,0,0
"2023-06-11 21:00:00",26.68,45.29,13.88,3.257,0,0,0,0
"2023-06-11 21:10:00",26.45,46.27,14.01,2.515,0,0,0,0
"2023-06-11 21:20:00",26.19,47.07,14.03,2.542,0,0,0,0
"2023-06-11 21:30:00",25.91,47.74,14,2.048,0,0,0,0
"2023-06-11 21:40:00",25.6,49.12,14.16,2.224,0,0,0,0
"2023-06-11 21:50:00",25.3,50.41,14.28,2.545,0,0,0,0
"2023-06-11 22:00:00",25.02,52.11,14.54,2.269,0,0,0,0
"2023-06-11 22:10:00",24.7,53.58,14.67,2.524,0,0,0,0
"2023-06-11 22:20:00",24.43,54.63,14.72,2.32,0,0,0,0
"2023-06-11 22:30:00",23.98,56.78,14.91,2.807,0,0,0,0
"2023-06-11 22:40:00",23.6,59.92,15.39,2.918,0,0,0,0
"2023-06-11 22:50:00",23.39,61.75,15.66,2.645,0,0,0,0
"2023-06-11 23:00:00",23.19,62.99,15.77,2.56,0,0,0,0
"2023-06-11 23:10:00",23.05,63.61,15.79,2.434,0,0,0,0
"2023-06-11 23:20:00",22.93,63.78,15.73,2.515,0,0,0,0
"2023-06-11 23:30:00",22.82,63.99,15.67,2.424,0,0,0,0
"2023-06-11 23:40:00",22.72,64.31,15.65,2.423,0,0,0,0
"2023-06-11 23:50:00",22.59,64.82,15.66,1.936,0,0,0,0
"2023-06-12 00:00:00",22.49,65.33,15.68,2.158,0,0,0,0
"2023-06-12 00:10:00",22.4,65.91,15.74,1.791,0,0,0,0
"2023-06-12 00:20:00",22.33,66.3,15.76,2.156,0,0,0,0
"2023-06-12 00:30:00",22.22,67.17,15.86,1.934,0,0,0,0
"2023-06-12 00:40:00",22.14,68.16,16.01,2.083,0,0,0,0
"2023-06-12 00:50:00",22.04,68.78,16.06,1.853,0,0,0,0
"2023-06-12 01:00:00",21.98,69.43,16.15,1.794,0,0,0,0
"2023-06-12 01:10:00",21.94,69.97,16.23,1.73,0,0,0,0
"2023-06-12 01:20:00",21.89,70.55,16.31,1.886,0,0,0,0
"2023-06-12 01:30:00",21.89,70.69,16.34,1.965,0,0,0,0
"2023-06-12 01:40:00",21.85,70.82,16.33,1.97,0,0,0,0
"2023-06-12 01:50:00",21.82,70.98,16.34,2.07,0,0,0,0
"2023-06-12 02:00:00",21.8,71.24,16.38,2.09,0,0,0,0
"2023-06-12 02:10:00",21.69,71.62,16.36,2.419,0,0,0,0
"2023-06-12 02:20:00",21.63,71.97,16.37,1.918,0,0,0,0
"2023-06-12 02:30:00",21.61,72.16,16.4,1.59,0,0,0,0
"2023-06-12 02:40:00",21.56,72.46,16.42,1.895,0,0,0,0
"2023-06-12 02:50:00",21.53,72.73,16.44,1.723,0,0,0,0
"2023-06-12 03:00:00",21.49,72.77,16.41,1.547,0,0,0,0
"2023-06-12 03:10:00",21.43,72.98,16.4,2.035,0,0,0,0
"2023-06-12 03:20:00",21.43,73.32,16.48,2.187,0,0,0,0
"2023-06-12 03:30:00",21.39,73.68,16.51,1.905,0,0,0,0
"2023-06-12 03:40:00",21.36,74.14,16.58,1.518,0,0,0,0
"2023-06-12 03:50:00",21.3,74.51,16.6,1.535,0,0,0,0
"2023-06-12 04:00:00",21.3,74.86,16.68,1.497,0,0,0,0
"2023-06-12 04:10:00",21.3,75.35,16.78,1.665,0,0,0,0
"2023-06-12 04:20:00",21.3,75.67,16.85,1.808,0,0,0,0
"2023-06-12 04:30:00",21.27,76.16,16.92,1.514,0,0,0,0
"2023-06-12 04:40:00",21.23,76.61,16.98,1.756,0,0,0,0
"2023-06-12 04:50:00",21.2,77.09,17.05,1.81,0,0,0,0
"2023-06-12 05:00:00",21.17,77.52,17.1,1.592,0,0,0,0
"2023-06-12 05:10:00",21.15,77.85,17.15,1.628,0,0,0,0
"2023-06-12 05:20:00",21.04,78.09,17.09,1.39,0,0,0,0
"2023-06-12 05:30:00",20.91,78.61,17.07,1.01,0,0,0,1
"2023-06-12 05:40:00",20.8,79.24,17.09,1.325,1,0,1,2
"2023-06-12 05:50:00",20.74,79.69,17.12,1.303,4,0,4,5
"2023-06-12 06:00:00",20.7,80.1,17.17,1.02,7,0,7,8
"2023-06-12 06:10:00",20.64,80.6,17.21,0.915,10.5,0,10.5,12.33
"2023-06-12 06:20:00",20.58,81,17.23,0.694,22,0,22,24.67
"2023-06-12 06:30:00",20.58,81.3,17.28,0.82,33.7,0,33.7,35.17
"2023-06-12 06:40:00",20.69,81,17.32,1.13,43.6,0,43.6,46
"2023-06-12 06:50:00",20.81,80.7,17.39,1.146,36,0,36,36
"2023-06-12 07:00:00",20.85,80.4,17.37,1.26,34,0,34,35.08
"2023-06-12 07:10:00",20.93,80.2,17.41,1.279,39,0,39,41.67
"2023-06-12 07:20:00",20.99,80.1,17.46,1.529,49,0,49,55.33
"2023-06-12 07:30:00",21.04,79.86,17.45,1.925,85.1,0,85.1,92.7
"2023-06-12 07:40:00",21.15,79.49,17.48,1.849,80.5,0,80.5,87
"2023-06-12 07:50:00",21.24,79.11,17.49,2.339,96.3,0,96.3,103.4
"2023-06-12 08:00:00",21.33,79,17.56,2.237,96,0,96,103.4
"2023-06-12 08:10:00",21.39,79.02,17.62,2.378,114.2,0,114.2,123.8
"2023-06-12 08:20:00",21.53,78.95,17.75,1.891,104.9,0,104.9,110.3
"2023-06-12 08:30:00",21.57,79.53,17.89,2.106,117.6,0,117.6,122.8
"2023-06-12 08:40:00",21.56,80.5,18.09,1.937,109,0,109,124.2
"2023-06-12 08:50:00",21.65,80.5,18.16,1.83,153.7,0,153.7,169.6
"2023-06-12 09:00:00",21.84,79.57,18.16,1.972,174.7,0,174.7,187.3
"2023-06-12 09:10:00",22.02,80.2,18.46,2.132,226.1,0,226.1,243.3
"2023-06-12 09:20:00",22.36,78.55,18.46,1.837,236.4,0,236.4,241.8
"2023-06-12 09:30:00",22.59,77.36,18.44,1.396,236.9,0,236.9,245
"2023-06-12 09:40:00",22.83,76.75,18.55,0.044,283.7,2.8,281.7,327.4
"2023-06-12 09:50:00",23.33,75.17,18.7,1.467,399.1,64.1,352.4,363.8
"2023-06-12 10:00:00",23.95,73.16,18.87,0.553,287.3,4.5,284,319.7
"2023-06-12 10:10:00",23.87,73.39,18.84,0.128,306.9,1.9,305.4,306.1
"2023-06-12 10:20:00",23.94,73.64,18.96,0,292.1,1.4,291,295.4
"2023-06-12 10:30:00",24.15,73.08,19.04,0,289.8,2.1,288.1,282.2
"2023-06-12 10:40:00",24.22,72.88,19.06,0,221.5,0,221.5,232.9
"2023-06-12 10:50:00",24.1,73.14,19.01,0,134.4,0,134.4,151.8
"2023-06-12 11:00:00",24.19,72.89,19.03,0,163.7,0,163.7,189.9
"2023-06-12 11:10:00",24.31,72.35,19.03,0,251.8,0,251.8,272.3
"2023-06-12 11:20:00",24.59,71.35,19.07,0,310.2,0.1,310.1,349.4
"2023-06-12 11:30:00",24.76,70.74,19.1,0,365.2,2.5,363,364.3
"2023-06-12 11:40:00",25.06,69.13,19.02,1.457,338.4,0.3,338.2,368.3
"2023-06-12 11:50:00",25.26,68.42,19.05,0.009,650.8,173.4,490.8,477.3
"2023-06-12 12:00:00",25.94,66.7,19.28,0,610.1,154.8,465.9,549.8
"2023-06-12 12:10:00",26.12,65.51,19.17,0.1,810.3,440.9,396.5,793.2
"2023-06-12 12:20:00",26.27,65.05,19.19,3.423,723.2,298.5,441.4,869
"2023-06-12 12:30:00",26.14,66.1,19.33,3.871,486.4,82,408.6,825
"2023-06-12 12:40:00",26.04,66.03,19.22,3.385,908.4,453.3,476.8,876
"2023-06-12 12:50:00",26.13,64.98,19.06,3.716,539,116.3,428,494.9
"2023-06-12 13:00:00",25.96,65.28,18.96,3.162,419.9,72.8,350.4,404.8
"2023-06-12 13:10:00",26.45,61.2,18.38,3.654,1057.5,677.1,411.8,1018
"2023-06-12 13:20:00",27.14,56.45,17.74,4.041,963.3,648,346.7,1001
"2023-06-12 13:30:00",27.51,54.93,17.67,3.544,719.6,411,329.8,732.4
"2023-06-12 13:40:00",27.6,55.68,17.95,3.024,1023.4,735.6,329.4,1075
"2023-06-12 13:50:00",27.9,54.72,17.97,2.837,808,358.7,471.7,644.4
"2023-06-12 14:00:00",28.17,53.67,17.9,1.898,509.7,91.7,424.4,491.9
"2023-06-12 14:10:00",27.79,54.06,17.67,2.822,772.1,258.4,534,1056
"2023-06-12 14:20:00",28.42,52.82,17.88,1.952,1000.3,716.9,346.8,1034
"2023-06-12 14:30:00",28.11,52.8,17.6,0.33,787.4,357,466.1,985
"2023-06-12 14:40:00",27.84,52.91,17.37,0.096,1003,723.6,360.4,1023
"2023-06-12 14:50:00",28.47,52.17,17.73,0.01,712.2,412.5,351.4,299.4
"2023-06-12 15:00:00",28.12,52.42,17.5,2.603,264.3,2.4,262.2,269.1
"2023-06-12 15:10:00",27.25,55.99,17.74,1.709,289.5,2.8,287.1,331.5
"2023-06-12 15:20:00",26.68,59.78,18.24,1.327,736.1,410.2,397,675.3
"2023-06-12 15:30:00",27.1,54.25,17.06,2.956,610.9,338.3,337.3,708.1
"2023-06-12 15:40:00",27.12,49.89,15.78,3.93,861.5,654.1,345,914
"2023-06-12 15:50:00",27.17,51.93,16.47,2.928,203.2,2.4,201.4,223.8
"2023-06-12 16:00:00",25.61,57.1,16.52,3.682,204.6,4.8,201,193.7
"2023-06-12 16:10:00",25.24,58.98,16.68,2.37,108.2,0,108.2,123.1
"2023-06-12 16:20:00",25.12,60.87,17.06,2.34,92.6,0,92.6,97.3
"2023-06-12 16:30:00",24.64,61.76,16.83,2.245,95,0,95,107.8
"2023-06-12 16:40:00",24.34,62.31,16.69,0.397,101.9,0,101.9,107
"2023-06-12 16:50:00",24.31,61.28,16.4,1.411,83.2,0,83.2,95.6
"2023-06-12 17:00:00",24.04,67.69,17.72,0.537,67.2,0,67.2,67.5
"2023-06-12 17:10:00",23.44,73.05,18.36,0.144,73.4,0,73.4,71.67
"2023-06-12 17:20:00",23,76.01,18.57,1.01,33.7,0,33.7,38
"2023-06-12 17:30:00",22.68,77.71,18.6,1.005,53.8,0,53.8,63.33
"2023-06-12 17:40:00",22.28,78.78,18.44,0.13,120.3,0,120.3,109.8
"2023-06-12 17:50:00",21.9,80.2,18.36,0.402,43.4,0,43.4,51.33
"2023-06-12 18:00:00",21.74,80.9,18.34,0,36.4,0,36.4,38.67
"2023-06-12 18:10:00",21.59,81.4,18.29,0,22,0,22,24
"2023-06-12 18:20:00",21.63,81.2,18.29,0.001,16,0,16,18
"2023-06-12 18:30:00",21.56,82,18.38,0.044,11.7,0,11.7,12.25
"2023-06-12 18:40:00",21.07,85.2,18.51,0.47,3,0,3,4
"2023-06-12 18:50:00",20.46,89.1,18.62,0.763,2,0,2,3
"2023-06-12 19:00:00",19.94,92.2,18.66,0.37,2,0,2,2
"2023-06-12 19:10:00",19.65,94.2,18.7,0.642,3,0,3,3
"2023-06-12 19:20:00",19.29,95.1,18.51,0.602,3,0,3,4
"2023-06-12 19:30:00",19.13,95.8,18.47,0.722,2,0,2,3
"2023-06-12 19:40:00",19.07,96.2,18.46,0.736,0.1,0,0.1,1
"2023-06-12 19:50:00",19.03,96.2,18.43,0.641,1,0,1,1.5
"2023-06-12 20:00:00",18.98,96.3,18.4,1.458,3,0,3,4.417
"2023-06-12 20:10:00",18.96,96.6,18.43,1.501,1.9,0,1.9,2.167
"2023-06-12 20:20:00",18.96,96.9,18.47,1.345,0,0,0,1
"2023-06-12 20:30:00",18.94,97,18.48,1.065,0,0,0,0
"2023-06-12 20:40:00",18.97,97.2,18.54,1.389,0,0,0,0
"2023-06-12 20:50:00",18.97,97.4,18.57,1.384,0,0,0,0
"2023-06-12 21:00:00",19.14,97.6,18.78,1.314,0,0,0,0
"2023-06-12 21:10:00",19.29,97.6,18.91,1.847,0,0,0,0
"2023-06-12 21:20:00",19.38,97.6,19.01,1.926,0,0,0,0
"2023-06-12 21:30:00",19.5,97.8,19.15,1.779,0,0,0,0
"2023-06-12 21:40:00",19.76,97.9,19.44,2.11,0,0,0,0
"2023-06-12 21:50:00",20.05,97.9,19.72,2.157,0,0,0,0
"2023-06-12 22:00:00",20.22,97.5,19.83,2.021,0,0,0,0
"2023-06-12 22:10:00",20.34,96.9,19.85,2.292,0,0,0,0
"2023-06-12 22:20:00",20.52,95.9,19.86,2.1,0,0,0,0
"2023-06-12 22:30:00",20.67,95,19.87,1.85,0,0,0,0
"2023-06-12 22:40:00",20.71,94.6,19.83,1.031,0,0,0,0
"2023-06-12 22:50:00",20.69,94.6,19.8,1.375,0,0,0,0
"2023-06-12 23:00:00",20.65,94.3,19.72,1.454,0,0,0,0
"2023-06-12 23:10:00",20.56,93.6,19.5,0.833,0,0,0,0
"2023-06-12 23:20:00",20.43,91.2,18.95,0.995,0,0,0,0
"2023-06-12 23:30:00",20.12,89.6,18.37,0.852,0,0,0,0
"2023-06-12 23:40:00",19.69,89.5,17.92,1.055,0,0,0,0
"2023-06-12 23:50:00",19.38,90,17.71,0.933,0,0,0,0
"2023-06-13 00:00:00",19.18,89.7,17.46,0.881,0,0,0,0
"2023-06-13 00:10:00",19.09,90.1,17.44,0.784,0,0,0,0
"2023-06-13 00:20:00",18.95,90.4,17.36,0.841,0,0,0,0
"2023-06-13 00:30:00",18.84,91,17.35,0.805,0,0,0,0
"2023-06-13 00:40:00",18.71,91.3,17.28,0.832,0,0,0,0
"2023-06-13 00:50:00",18.55,91.3,17.11,0.626,0,0,0,0
"2023-06-13 01:00:00",18.45,91.3,17.03,0.659,0,0,0,0
"2023-06-13 01:10:00",18.41,91.3,16.98,0.62,0,0,0,0
"2023-06-13 01:20:00",18.4,90.7,16.86,0.77,0,0,0,0
"2023-06-13 01:30:00",18.41,89.6,16.69,0.988,0,0,0,0
"2023-06-13 01:40:00",18.41,88.7,16.53,0.94,0,0,0,0
"2023-06-13 01:50:00",18.35,88.7,16.47,0.665,0,0,0,0
"2023-06-13 02:00:00",18.25,88.5,16.33,0.793,0,0,0,0
"2023-06-13 02:10:00",18.17,88.3,16.22,0.6,0,0,0,0
"2023-06-13 02:20:00",18.04,88.5,16.13,0.505,0,0,0,0
"2023-06-13 02:30:00",17.95,88.7,16.07,0.668,0,0,0,0
"2023-06-13 02:40:00",17.85,88.1,15.87,0.74,0,0,0,0
"2023-06-13 02:50:00",17.84,87.7,15.78,0.614,0,0,0,0
"2023-06-13 03:00:00",17.82,86.9,15.63,0.942,0,0,0,0
"2023-06-13 03:10:00",17.7,86.6,15.45,0.575,0,0,0,0
"2023-06-13 03:20:00",17.53,86.8,15.31,0.486,0,0,0,0
"2023-06-13 03:30:00",17.37,86.8,15.17,0.299,0,0,0,0
"2023-06-13 03:40:00",17.28,86.5,15.02,0.134,0,0,0,0
"2023-06-13 03:50:00",17.12,87,14.96,0.046,0,0,0,0
"2023-06-13 04:00:00",16.96,87.7,14.93,0.139,0,0,0,0
"2023-06-13 04:10:00",16.88,88.3,14.95,0.216,0,0,0,0
"2023-06-13 04:20:00",16.84,88.4,14.92,0.149,0,0,0,0
"2023-06-13 04:30:00",16.78,87.7,14.75,0.187,0,0,0,0
"2023-06-13 04:40:00",16.72,87.4,14.62,0.101,0,0,0,0
"2023-06-13 04:50:00",16.75,86.8,14.55,0.066,0,0,0,0
"2023-06-13 05:00:00",16.8,85.7,14.41,0.207,0,0,0,0
"2023-06-13 05:10:00",16.94,82.9,14.02,0.236,0,0,0,0
"2023-06-13 05:20:00",17.03,82.5,14.05,0.137,0,0,0,0.583
"2023-06-13 05:30:00",17.03,81.9,13.93,0.09,1,0,1,2
"2023-06-13 05:40:00",17.03,81.4,13.83,0.021,3,0,3,4
"2023-06-13 05:50:00",17.09,79.92,13.61,0.001,5.9,0,5.9,7
"2023-06-13 06:00:00",17.1,80.7,13.77,0,10,0,10,11.58
"2023-06-13 06:10:00",17.05,79.89,13.57,0,20,0,20,20.67
"2023-06-13 06:20:00",17.1,79.64,13.57,0,26.8,0,26.8,27
"2023-06-13 06:30:00",17.1,78.3,13.31,0,30,0,30,31
"2023-06-13 06:40:00",17.16,77.49,13.21,0,38.2,0,38.2,41.58
"2023-06-13 06:50:00",17.22,76.86,13.14,0,47.6,0,47.6,51.33
"2023-06-13 07:00:00",17.31,76.39,13.13,0,60.5,0,60.5,62.58
"2023-06-13 07:10:00",17.42,75.86,13.13,0,79.6,0,79.6,81.3
"2023-06-13 07:20:00",17.5,75.79,13.19,0,116.3,0,116.3,129.3
"2023-06-13 07:30:00",17.7,75.6,13.35,0,115.2,0,115.2,113
"2023-06-13 07:40:00",17.89,75.3,13.47,0,89.8,0,89.8,83.6
"2023-06-13 07:50:00",17.76,75.5,13.39,0,52.6,0,52.6,61.5
"2023-06-13 08:00:00",17.82,74.7,13.28,0,89.2,0,89.2,112
"2023-06-13 08:10:00",18.16,72.47,13.15,0,155.9,0,155.9,177.8
"2023-06-13 08:20:00",18.18,70.67,12.78,0.007,142.6,0,142.6,143.7
"2023-06-13 08:30:00",18.2,70.01,12.65,0.137,77.8,0,77.8,83.7
"2023-06-13 08:40:00",18.27,68.92,12.48,0.001,89.2,0,89.2,111.6
"2023-06-13 08:50:00",18.63,68.26,12.68,0.218,218.9,0,218.9,216.5
"2023-06-13 09:00:00",19.04,67.04,12.79,0.843,169.8,0,169.8,155.9
"2023-06-13 09:10:00",19.08,66.55,12.72,0.608,103.9,0,103.9,126.2
"2023-06-13 09:20:00",19.32,65.14,12.63,0.534,116.5,0,116.5,209.6
"2023-06-13 09:30:00",19.43,65.49,12.81,0.656,87.8,0,87.8,334.8
"2023-06-13 09:40:00",19.76,63.59,12.67,1.122,145.5,1.2,144.6,489.1
"2023-06-13 09:50:00",20.09,62.27,12.66,0.453,699.7,837,89,463
"2023-06-13 10:00:00",20.56,61.12,12.83,0.527,674.3,779.8,88.2,489.6
"2023-06-13 10:10:00",20.59,60.2,12.62,1.048,763.3,850.8,106,541.6
"2023-06-13 10:20:00",20.74,59.69,12.64,0.203,732.9,814.9,87,547.8
"2023-06-13 10:30:00",21.07,58.33,12.59,0.728,799.9,867.7,95.7,608.6
"2023-06-13 10:40:00",21.17,57.63,12.5,0.316,835.6,859.7,122.4,679.6
"2023-06-13 10:50:00",21.58,57.16,12.76,0.506,277.8,69.7,218.8,402.5
"2023-06-13 11:00:00",21.9,55.29,12.56,0.798,884.1,756.4,231.9,835
"2023-06-13 11:10:00",22.56,53.63,12.7,0.44,420.9,94.4,338.1,330.8
"2023-06-13 11:20:00",22.41,54.57,12.84,0,326,68.8,264.8,331.7
"2023-06-13 11:30:00",22.04,56.76,13.08,0,918,661.2,321.5,604.5
"2023-06-13 11:40:00",22.06,54.99,12.62,0,370.7,74.4,302.8,264.7
"2023-06-13 11:50:00",22.25,53.88,12.47,0,539.5,298.8,263.6,692.9
"2023-06-13 12:00:00",22.24,51.77,11.86,0,1074.7,865.3,268.7,802
"2023-06-13 12:10:00",22.58,50.48,11.79,0,795.5,527.9,300.1,806
"2023-06-13 12:20:00",23.63,47,11.66,0,1020.6,794.8,270,896
"2023-06-13 12:30:00",23.34,44.92,10.72,0,877.3,671.2,240.3,806
"2023-06-13 12:40:00",23.55,43.49,10.44,0,611.3,308.7,317.4,770.9
"2023-06-13 12:50:00",23.85,42.58,10.39,0,923.5,662.8,291,953
"2023-06-13 13:00:00",24.13,40.58,9.92,0,984,815.5,205.4,965
"2023-06-13 13:10:00",24.48,40.33,10.14,0.697,1006.6,846,199.5,980
"2023-06-13 13:20:00",24.81,39.17,10,1.157,880.8,698,216.3,821
"2023-06-13 13:30:00",24.97,37.84,9.62,0.144,1004.4,834.3,213,987
"2023-06-13 13:40:00",24.89,37.5,9.43,0,1001.4,840.4,208.2,991
"2023-06-13 13:50:00",25.1,37.63,9.66,0,985.9,823.1,214,991
"2023-06-13 14:00:00",25.66,36.92,9.87,0,958.9,793.2,220.8,960
"2023-06-13 14:10:00",25,37.27,9.43,0,960.6,811.8,212.1,977
"2023-06-13 14:20:00",25.36,36.46,9.42,0,978.1,842.8,209.4,990
"2023-06-13 14:30:00",25.81,37.04,10.05,0.248,959.5,836.2,206.1,973
"2023-06-13 14:40:00",25.79,37.45,10.21,0.118,959.3,863.3,192.2,988
"2023-06-13 14:50:00",25.38,38.65,10.31,0.051,950.7,849.9,206.8,987
"2023-06-13 15:00:00",25.53,37.95,10.16,0.003,936.5,864.9,192.3,976
"2023-06-13 15:10:00",25.33,37.72,9.91,0,917.5,832.1,214.8,971
"2023-06-13 15:20:00",25.37,39.17,10.5,0,890.6,785.2,240.9,966
"2023-06-13 15:30:00",25.85,38.03,10.48,0,918.3,774.3,291.5,848
"2023-06-13 15:40:00",25.79,37.82,10.35,0,578.4,356.5,296.6,971
"2023-06-13 15:50:00",25.96,37.57,10.4,0.189,485.6,323.4,236.3,383.5
"2023-06-13 16:00:00",25.33,38.48,10.2,0,571.1,385.2,282.4,660.8
"2023-06-13 16:10:00",25.51,39.22,10.64,0,831.2,790.9,256.2,897
"2023-06-13 16:20:00",26.08,37.95,10.66,0,883.8,755,352.1,916
"2023-06-13 16:30:00",25.5,38.24,10.26,0,728.4,786,193.6,794.1
"2023-06-13 16:40:00",25.03,38.52,9.95,0,679.7,756.7,183.5,755.1
"2023-06-13 16:50:00",25.28,38.64,10.22,0,649.4,733.4,187.1,719.9
"2023-06-13 17:00:00",25.38,38.69,10.33,0,626.5,681,214.9,667.2
"2023-06-13 17:10:00",25.66,38.14,10.35,0,554,652.7,177,615.2
"2023-06-13 17:20:00",25.46,38.38,10.28,0,653.9,610.9,317.7,568.9
"2023-06-13 17:30:00",25.17,38.88,10.21,0,452.5,556.1,162,514
"2023-06-13 17:40:00",24.87,40.1,10.41,0,426.3,541.9,158.6,482.8
"2023-06-13 17:50:00",25.22,39.97,10.66,0,400.6,533.6,152.3,454.4
"2023-06-13 18:00:00",25.11,40.09,10.62,0,365.7,514.5,141.3,412.5
"2023-06-13 18:10:00",24.59,40.78,10.42,0,318.1,459.2,131.5,358
"2023-06-13 18:20:00",24.39,41.2,10.38,0,291.2,455.7,119.5,328
"2023-06-13 18:30:00",24.36,41.35,10.4,0,263.6,431,114.2,299.5
"2023-06-13 18:40:00",24.26,41.75,10.47,0,93.9,2,93.2,99.8
"2023-06-13 18:50:00",23.98,42.57,10.51,0,192.6,351,92.2,91.7
"2023-06-13 19:00:00",23.81,43.31,10.61,0,79.9,12.8,76.7,76.58
"2023-06-13 19:10:00",23.67,43.03,10.38,0.013,68.5,0,68.5,68.5
"2023-06-13 19:20:00",23.56,42.94,10.26,0.081,55.8,0,55.8,57.25
"2023-06-13 19:30:00",23.52,43.13,10.29,0.259,40.8,0,40.8,44.17
"2023-06-13 19:40:00",23.44,42.81,10.1,0.216,32,0,32,34.42
"2023-06-13 19:50:00",23.34,43.86,10.37,0.125,24,0,24,26.42
"2023-06-13 20:00:00",23.04,44.02,10.16,0.03,17.5,0,17.5,20
"2023-06-13 20:10:00",22.86,45.18,10.38,0.131,14,0,14,16.83
"2023-06-13 20:20:00",22.57,45.77,10.32,0,7.8,0,7.8,9.25
"2023-06-13 20:30:00",22.35,45.28,9.95,0,1.9,0,1.9,2.333
"2023-06-13 20:40:00",22.16,46.08,10.05,0.101,0,0,0,1
"2023-06-13 20:50:00",21.98,45.94,9.83,0.2,0,0,0,0
"2023-06-13 21:00:00",21.72,46.01,9.62,0.255,0,0,0,0
"2023-06-13 21:10:00",21.52,47.07,9.78,0.328,0,0,0,0
"2023-06-13 21:20:00",21.39,46.47,9.47,0.378,0,0,0,0
"2023-06-13 21:30:00",21.3,47.29,9.64,0.303,0,0,0,0
"2023-06-13 21:40:00",21.13,48.2,9.77,0.312,0,0,0,0
"2023-06-13 21:50:00",20.94,48.03,9.55,0.34,0,0,0,0
"2023-06-13 22:00:00",20.66,48.83,9.54,0.167,0,0,0,0
"2023-06-13 22:10:00",20.37,50.7,9.83,0.038,0,0,0,0
"2023-06-13 22:20:00",20.27,51.3,9.91,0.272,0,0,0,0
"2023-06-13 22:30:00",20.21,52.11,10.08,0.356,0,0,0,0
"2023-06-13 22:40:00",20.06,51.33,9.73,0.322,0,0,0,0
"2023-06-13 22:50:00",19.76,51.85,9.6,0.396,0,0,0,0
"2023-06-13 23:00:00",19.65,52.05,9.56,0.394,0,0,0,0
"2023-06-13 23:10:00",19.51,53.54,9.85,0.024,0,0,0,0
"2023-06-13 23:20:00",19.13,57.36,10.53,0.144,0,0,0,0
"2023-06-13 23:30:00",18.74,58.56,10.47,0.342,0,0,0,0
"2023-06-13 23:40:00",18.29,60.66,10.57,0.463,0,0,0,0
"2023-06-13 23:50:00",18.42,58.55,10.15,0.547,0,0,0,0
"2023-06-14 00:00:00",18.77,57.25,10.16,0.591,0,0,0,0
"2023-06-14 00:10:00",18.41,60.47,10.64,0.756,0,0,0,0
"2023-06-14 00:20:00",18.28,62.98,11.13,1.036,0,0,0,0
"2023-06-14 00:30:00",18.13,63.21,11.04,1.669,0,0,0,0
"2023-06-14 00:40:00",18.07,62.41,10.79,1.102,0,0,0,0
"2023-06-14 00:50:00",18.16,61.83,10.74,0.816,0,0,0,0
"2023-06-14 01:00:00",18.06,62.16,10.72,1.023,0,0,0,0
"2023-06-14 01:10:00",17.75,63.81,10.83,1.064,0,0,0,0
"2023-06-14 01:20:00",17.61,66.28,11.26,0.212,0,0,0,0
"2023-06-14 01:30:00",17.49,68.32,11.61,0,0,0,0,0
"2023-06-14 01:40:00",17.42,69.9,11.88,0,0,0,0,0
"2023-06-14 01:50:00",17.27,70.81,11.94,0.744,0,0,0,0
"2023-06-14 02:00:00",17.17,72.51,12.21,1.376,0,0,0,0
"2023-06-14 02:10:00",17.02,74.18,12.4,0.916,0,0,0,0
"2023-06-14 02:20:00",16.96,75.36,12.58,0.061,0,0,0,0
"2023-06-14 02:30:00",16.9,75.97,12.66,0.788,0,0,0,0
"2023-06-14 02:40:00",16.74,77,12.7,0.929,0,0,0,0
"2023-06-14 02:50:00",16.64,78.37,12.88,0.716,0,0,0,0
"2023-06-14 03:00:00",16.61,79.38,13.04,0.738,0,0,0,0
"2023-06-14 03:10:00",16.4,80.1,12.98,0.551,0,0,0,0
"2023-06-14 03:20:00",16.15,82,13.08,0.993,0,0,0,0
"2023-06-14 03:30:00",16.07,83,13.19,0.83,0,0,0,0
"2023-06-14 03:40:00",15.94,84,13.26,0.466,0,0,0,0
"2023-06-14 03:50:00",15.76,85.1,13.29,0.655,0,0,0,0
"2023-06-14 04:00:00",15.85,85.5,13.44,0.026,0,0,0,0
"2023-06-14 04:10:00",16.07,85.1,13.58,0.002,0,0,0,0
"2023-06-14 04:20:00",16.23,84.5,13.63,0.065,0,0,0,0
"2023-06-14 04:30:00",16.31,84.3,13.66,0.266,0,0,0,0
"2023-06-14 04:40:00",16.15,84.6,13.57,0.026,0,0,0,0
"2023-06-14 04:50:00",15.95,85.8,13.58,0.001,0,0,0,0
"2023-06-14 05:00:00",15.98,85.7,13.6,0.094,0,0,0,0
"2023-06-14 05:10:00",15.98,85.6,13.58,0.041,0,0,0,0
"2023-06-14 05:20:00",15.99,85.5,13.58,0.003,0,0,0,1
"2023-06-14 05:30:00",15.93,85.5,13.52,0.002,2,0,2,4
"2023-06-14 05:40:00",15.69,86.5,13.46,0.056,6,0,6,8.67
